PROVIDERID,NAME,SCHOOLIDENTIFICATIONNUMBER,STREET1,STREET2,CITY,STATE,ZIP,COUNTY,MSTREET1,MSTREET2,MCITY,MSTATE,MZIP,CONTACTFIRSTNAME,CONTACTLASTNAME,CONTACTTITLE,PHONE,PHONEEXTENSION,FAX,WEBSITE,EMAIL,LICENSINGAGENCYID,TYPEID,NONGOVAPPROVAL,CERTAPPROVALEXP,CUSTOMIZED,DISTANCELEARNING,SPEAKSPANISH,OTHERLANGUAGES,LANGUAGES,CAREERASSIST,ONESTOPCAREER,PERSONALASSIST,ACCESSAJBATB,CHILDCARE,ASSISTOBTAININGCHILDCARE,EVENINGCOURSES,ACCESSFORDISABLED,BUSROUTE1,BUSROUTE2,TRNROUTE1,TRNROUTE2,WIBCOMMENT,STATECOMMENT,DTSUBMITTED,STATUSNAME
1032,"""La Casa de Don Pedro, Inc. - PCS""",237249368000,39 Broadway,,Newark,NJ,7104,Essex,39 Broadway,,Newark,NJ,7104,Rosalina,Division Director,Administrator,9734814568,3310,9734812448,www.lacasanwk.org,wmelendez@lacasanwk.org; rocasio@lacasanwk.com,1,5,,11/30/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,1,1,1,1,"""Routes, #13, #27, #76, #39""","""#13, #27, #72""",Near the Newark Broad Street Station Stop. City Subway.,,,"""11/30/2021 PCS/ETPL renewal expiration - SAZ

1/19/2021 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/22/2021 reinstated)

7/7/2020 suspended for expired liability - SAZ (7/21/2020 reinstated)

12/31/2019 - ETPL renewal application approval expiration date. SH

9/17/19 suspended for expired fire - SAZ (9/20/19 reinstated)

7/3/19 suspended for expired TPB, liability - SAZ (7/23/19 reinstated)

9/18/18 suspended for expired fire - SAZ (10/25/18 reinstated)

7/17/18 suspended for 2nd quarter student reporting non-compliance - SAZ (7/19/18 reinstated)

11/16/2017 - ETPL renewal application approval expiration date. SH
12/18/17 PCS COA updated - SAZ
Partner Title II Grant 2016/17

Reinstated on 2/17/16 with current certificate. DBarry. 
Suspended 11/19/15 expired certificate. DBarry.""",6/14/2000 12:00:00 AM,Approved
64,Brookdale Community College  - WIOA Title 2,221849485000,Business & Community Development Division,765 Newman Springs Road,Lincroft,NJ,7738,Monmouth,765 Newman Springs Road,,Lincroft,NJ,7738,Linda,Roma,Director of Workforce Training,7322242301,2281,7322242664,www.brookdalecc.edu/careerdevelopment,lroma@brookdalecc.edu,16,38,,6/30/2021 12:00:00 AM,1,1,2,2,,1,1,1,1,1,2,1,1,NJ Transit  M23,,None available,,,"""8/26/2020 - Per J. Cohen, FY 20/21 approved WIA Title 2 Lead Agency - SAZ

06/30/2021 - Tentative contract expiration. Update program. JH
6/30/20 Title II contract expiration - SAZ

09/25/19- ETPL Renewal Approval Expiration Date. DBailey

7/8/19 - Per J. Cohen, FY19/20 Title II lead agency, per J. Cohen - SAZ

7/2/18 FY18/19 Title II provider, per J. Cohen - SAZ

10/14/17- ETPL Approval Renewal Expiration Date. DBailey
9/25/17 approved for FY 17/18 Title II - per J. Cohen - SAZ

10/14/17-ETPL Renewal Approval Expiration date. DBAILEY

This Provider offers training in Adult Literacy and Remedial Education under a Grant for Title II Adult/Remedial Education FY2014/15""",6/5/2000 12:00:00 AM,Approved
9043,Shift Transition LLC DBA Shift NJ - DVRS,462045511001,66 Route 17 N,Suite 10,Paramus,NJ,7652,Bergen,66 Route 17 N,Suite 10,Paramus,NJ,7652,Daniel,Peltz,Program Director,2012750602,755,2012750602,SHIFTNJ.COM,danp@shiftnj.com,39,14,,,1,2,1,2,,1,1,1,2,2,2,2,1,755 Bus,,,,,"""10/23/2020 DVRS approved vendor - SAZ
5/29/19 COA/ETPL approved expired - SAZ

3/27/19 DVRS approved vendor; need ETPL application to be reinstated - SAZ

04/23/19-ETPL Initial Approval Expiration Date. DBailey

9/14/18 no students to report for 3rd quarter per provider - SAZ""",4/23/2018 9:54:40 AM,Approved
550,Healthcare Training Institute - PCS,223592799000,1969 Morris Avenue,,Union,NJ,7083,Union,1969 Morris Avenue,,Union,NJ,7083,Shehta,Abudalal,Director,9088517711,,9088514558,www.htinj.edu,"""jcrowley@htinj.edu, doe@htinj.edu, sabudalal@htinj.edu""",1,5,ACCSC,9/30/2021 12:00:00 AM,2,2,1,1,"""Arabic, Indic/Hindu""",1,1,1,1,2,1,1,2,"""Elizabeth/Kean University (52), Newark/Penn Station/Springfield Ave. (56)""",Newark/Irvington/East Orange (94),Union Training Station,,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

10/26/2020 suspended for expired fire - SAZ (reinstated)

9/30/19- ETPL Renewal Approval Expiration Date. - A.Lalla

9/5/19 suspended for expired fire - SAZ

6/4/19 suspended for expired liability - SAZ (6/24/19 reinstated)

03/30/18- ETPL Renewal Approval Expiration Date. DBailey

05/10 Submitted for COA will reinstate. DBailey

4/9/18 COA, TPB, fire expired - SAZ
6/1/17 suspended for expired liability - SAZ (7/19/17 reinstated)
4/10/17 suspended for expired TPB - SAZ (reinstated)
Updated COA exp date on 9/21/16 to 9/30/17. DBarry
7/6/2016 suspended for expired liability insurance SHarris Reinstated

5/3/2016 suspended no current bond on file SHarris Reinstated""",1/1/2002 12:00:00 AM,Approved
9069,Center for Advanced Training and Studies - PCS,2047370244000,271 Mount Pleasant Avenue,"""Suite 1, 4th Floor""",West Orange,NJ,7052,Essex,271 Mount Pleasant Avenue,"""Suite 1, 4th Floor""",West Orange,NJ,7052,Vilaire,Duroseau,Director of Registrar/CEO,9733209700,,9736185500,,the2004bcntprjct@aol.com,1,5,,2/28/2022 12:00:00 AM,2,2,2,2,,2,2,1,2,2,2,1,1,Bus 71,,Orange Commuter Rail 2.1 mi,Highland Avenue Communter Rail 2.4 mi,,"""2/28/2022 PCS/ETPL renewal expiration - SAZ

10/16/2020 suspended for non-compliance of 3rd quarter student record reporting - SAZ (11/10/2020 no students to report - SAZ)

02/29/2020-ETPL Initial Application Approval Expiration Date. JH

12/4/19 suspended for expired fire - SAZ

1/17/2020 no students to report for 4th quarter - SAZ
8/26/19 suspended for non-receipt of annual report - SAZ; 8/16/19 suspended for expired fire - SAZ

7/16/19 suspended for expired liability - SAZ (8/16/19 reinstated)

7/15/19 no students to report for 2nd quarter - SAZ

3/29/19 pending change in location - SAZ

1/18/19 non-compliance of 4th quarter reporting - SAZ (1/29/19 no students to report, per provider) - SAZ""",8/17/2018 9:44:22 AM,Approved
146,Prism Career Institute - West Atlantic City - PCS,200653980000,8025 Black Horse Pike,Bayport One Suite 250,West Atlantic City,NJ,8322,Atlantic,8025 Black Horse Pike,Bayport One Suite 250,West Atlantic City,NJ,8322,Susanne,Schmidt,Campus Director,6094077476,,6094077486,PrismCareerInstitute.com,sschmidt@prismcareerinsitute.edu,1,5,ACCET,8/31/2021 12:00:00 AM,2,2,2,2,,1,2,1,2,2,2,2,1,Bus # 508,,Amtrak Atlantic City Station,,,"""8/31/21 PCS/ETPL renewal expiration - SAZ

11/5/2020 suspended for expired fire - SAZ (12/1/2020 reinstated)

12/4/19 suspended for expired fire - SAZ (1/23/2020 reinstated)

8/31/2019 - ETPL renewal application approval AL

4/8/19 suspended for expired liability - SAZ (5/22/19 reinstated)
1/2/19 suspended for expired TPB, fire - SAZ (2/13/19 reinstated)

1/16/18 suspended for non-compliance 4th quarter reporting requirements - SAZ (3/15/18 uploaded)

11/21/2017 - ETPL renewal application approval expiration date. SH
12/5/17 Suspended for expired fire - SAZ (12/19/17 updated)
9/6/17 COA expired - SAZ (updated)
1/11/17 Suspended for expired bond, fire - SAZ (reinstated 1/12/17)

Reinstated on 7/7/16 - student records uploaded on 6/30/16. DBarry.
suspended due to not uploading student records since 04/18/2014... DBAILEY noted on 04/7/16""",1/1/2002 12:00:00 AM,Approved
8465,4 Tees Healthcare Training School - PCS,260710955000,70 Long Street,,East Orange,NJ,7017,Essex,70 Long Street,,East Orange,NJ,7017,John,Odefemi,Director,9734446512,,9732529587,4teestrainingschool.com,4teestrainingschool@gmail.com,1,5,,9/30/2021 12:00:00 AM,1,2,2,1,"""French, Other Languages""",1,1,1,1,2,2,1,1,"""BUS 34: NEWARK PENN STATION, E.ORANGE, BLOOMFIED STATION, ORANGE , MONTCLAIR""","""BUS 34: NEWARK PENN STATION, E.ORANGE, BLOOMFIED STATION, ORANGE , MONTCLAIR.""",,,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

5/1/2020 suspended for expired bond - SAZ (6/30/2020 reinstated)

2/13/2020 suspended for expired liability - SAZ (2/21/2020 reinstated)

9/17/19 suspended for expired liability - SAZ (9/26/19 reinstated)

09/30/2019 - ETPL Renewal Approval Expiration Date. JH

7/26/18 suspended for fire, 2017 annual report; ETPL renewal app - SAZ (11/2/18 received fire)

01/30/18- ETPL Renewal Approval Expiration Date. DBailey

10/5/17 COA expired - SAZ
10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ
7/7/17 - suspended for non student record compliance- records were due no later than 6/30/17. - SAZ (7/31/17 reinstated)
01/11/17- ETPL Application incomplete missing student records. Dbailey 
Reinstated on 9/20/16 with current COA expiring 9/30/17 DBarry
7/5/2016 suspended for Fire certificate, liability Insurance and Lease not on File Sharris""",4/28/2011 3:23:41 PM,Approved
8929,American Training Center - PCS,47328568500,7905 Browning Road,Suite 308,Pennsauken,NJ,8109,Camden,7905 Browning Road,Suite 308,Pennsauken,NJ,8109,Dawn,Stolte,Director,8564176882,701,8562958100,AmTrainingCenter.com,"""Info@AmTrainingCenter.com, Kim@amtrainingcenter.com""",1,5,,11/30/2021 12:00:00 AM,1,2,2,2,,1,1,1,1,2,1,1,1,Route # 407,Route # 404,,,,"""11/30/21 PCS/ETPL renewal expiration - SAZ

11/12/2020 change in location - SAZ

8/14/2020 suspended for non-compliance of PCS annual reporting requirements - SAZ (8/20/2020 reinstated)

6/17/2020 suspended for expired bond - SAZ (6/29/2020 reinstated)

11/30/19-ETPL Renewal Approval Expiration Date. DBailey

10/1/19 suspended for expired fire - SAZ (10/10/19 reinstated)

9/3/19 Change in Location approved - SAZ

6/3/19 suspended for expired fire - SAZ (6/21/19 reinstated)

10/17/18 non-compliance of 3rd quarter reporting - SAZ (10/18/18 reinstated)

8/24/18 suspended for 2018 annual report - SAZ (8/29/18 reinstated)

4/10/18 additional location at 1105 Linden St., Camden, NJ  08102
2/6/18 suspended for expired ETPL, fire - SAZ

12/14/2017 - ETPL Initial application approval expiration date. SH

10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/23/17 records uploaded - SAZ)
8/11/17 suspended for expired liability, lease - SAZ (8/16/17 reinstated)
7/7/17 - suspended for non student record compliance- records were due no later than 6/30/17. - SAZ (reinstated - SAZ)
6/21/17 suspended for expired TPB - SAZ (6/27/17 reinstated)""",12/14/2016 9:01:36 AM,Approved
499,Jewish Vocational Service of Metrowest - East Orange - PCS,221487229000,7 Glenwood Avenue,Lower Level,East Orange,NJ,7039,Essex,7 Glenwood Avenue,,East Orange,NJ,7017,Lynn,Sternstein,Director,8627042291,295,9736746820,www.jvsnj.org,lsternstein@jvsnj.org,1,5,"""IACET, CARF""",11/30/2021 12:00:00 AM,1,2,1,1,"""French, French/French Creole, Russian""",1,1,1,1,2,2,2,1,"""21,94""","""24, 41""","""Morris Line, Brick Church Station""",Gladstone Branch (Mirris and Essex Line),,"""11/30/21 PCS/ETPL renewal expiration - SAZ

10/1/2020 suspended for expired bond - SAZ (11/16/2020 reinstated)

11/30/2019 - ETPL renewal application approval expiration date. SH

10/18/18 suspended for expired TPB - SAZ (10/24/18 reinstated)

02/12/2018 - ETPL Initial application received.  Application denied.  Incorrect application type submitted. SH

1/26/18 TP to PCS Approved - SAZ
11/17/2017 - ETPL Renewal Approval Expiration Date. DBarry. 
Updated cert exp date to 10/31/17 on 9/9/16. DBarry. 

12/09/2016 - ETPL Appeal application denied.  Provider needs to submit an Initial Application for DVRS programs. SH

9/2/15 - provider submits student record data through LACES system. DBarry.""",1/1/2002 12:00:00 AM,Approved
3388,"""B & M Consultants, Inc. - PCS""",223306183000,333 North Broad Street,Suite 2,Elizabeth,NJ,7208,Union,333 North Broad Street,Suite 2,Elizabeth,NJ,7208,Teresa,Banks,CEO,9083559315,,9083559317,www.bmconsults.com,teresabanks@bmconsults.com,1,5,,2/28/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,2,1,1,"""NJ Transit Bus #26, 48, 52, 56, 57, 58, 59, 62, & 112""",,North jersey Coast & Northeast Corridor,,,"""2/28/2023 PCS/ETPL renewal expiration - SAZ

2/28/21 - PCS/ETPL Renewal Approval Expiration Date. DBailey

1/16/2020 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/22/2020 reinstated)

3/4/19 suspended for expired PCS/ETPL - SAZ

4/15/19 no students to report for 1st quarter - SAZ

02/28/19-ETPl Renewal Approval Expiration Date. DBailey

1/2/19 suspended for expired liability - SAZ (1/4/19 reinstated)

3/12/18 suspended for expired fire - SAZ (4/2/18 reinstated)

11/09/2017 - ETPL renewal application approval expiration date. SH
10/5/17 suspended for expire TPB - SAZ (reinstated)
8/31/17 Change in Location Approval - SAZ
7/27/17 suspended pending Change in Location approval.
suspended on 03/18/16 due to certification exp. on 02/28/15. DBAILEY reinstated""",5/1/2002 3:10:19 PM,Approved
8613,"""Quality & Productivity Solutions, Inc. - PCS""",4332522902,33 Wood Ave South,Suite 600,Iselin,NJ,8830,Middlesex,28 Lord Rd Suite 205,,Marlborough,MA,1752,Andrea,OToole,Training Administrator,5087860777,,5087860778,www.qpsinc.com,info@qpsinc.com,1,5,,10/31/2021 12:00:00 AM,1,1,2,2,,1,1,2,2,2,2,1,1,,,,,,"""10/31/2021 - ETPL Renewal Approval Expiration Date. JH

11/4/19 suspended for expired fire - SAZ (11/14/19 per conversation w/Kevin Wertz, Fire Official, office is good - pend for December 6th for certificate - SAZ (11/10/2020 received)

10/31/2019-ETPL Renewal Approval Expiration date. DBailey

7/3/19 suspended for expired TPB - SAZ; 7/19/19 suspended for expired liability - SAZ (7/19/19 reinstated)

10/22/18 pending Change in Location - SAZ (12/11/18 COL request for COA - SAZ)
9/5/18 suspended for expired fire - SAZ (9/11/18 reinstated)

10/27/2017 - ETPL Renewal Application Approval expiration. SH
12/18/17 COA updated - SAZ
8/7/17 suspended for expired liability - SAZ (11/6/17 reinstated)
09-16-2017 EPTL RENEWAL DATE DKELLY
7/21/17 suspended for expired fire, liability - SAZ (8/8/17 reinstated)
7/6/17 suspended for expired TPB - SAZ (7/7/17 reinstated)
3/23/17 Suspended for expired lease - SAZ (3/29/17 reinstated)
3/7/17 Updated COA - SAZ


5/6/2016 suspended for failure to submit student records SHarris

8/21/2013 tried calling number listed to inquire about the programs submitted ; no answering machine; I got disconnected after it rang. JVoj""",12/18/2012 2:19:20 PM,Approved
9174,International Union of Operating Engineers Local 825 - APPRENTICESHIP,226033379000,338 Deans Rhode Hall Rd.,,Dayton,NJ,8810,Middlesex,338 Deans Rhode Hall Rd.,,Dayton,NJ,8810,Greg,Lalevee,Business Manager,7327982170,,9739212918,www.iuoe825.org,glalevee@iuoe825.org,39,7,RAPIDS #NJ002630001,,1,2,2,2,,1,1,1,1,2,2,2,1,None Available,None Available,None Available,None Available,,8/2/19 apprenticeship approved - SAZ,8/2/2019 11:20:12 AM,Approved
9181,"""America Works of New Jersey, Inc. - Burlington - WFNJ""",262782694003,790 Woodlane Road,Suites 7 & 8,Westampton,NJ,8060,Burlington,790 Woodlane Road,Suites 7 & 8,Westampton,NJ,8060,Raza,Gilani,Director,2159628922,,8567805612,www.americaworks.com,rgilani@americaworks.com,220,6,,6/30/2021 12:00:00 AM,2,2,1,1,Indic/Hindu,1,1,1,1,2,1,2,1,409,413,Riverline to Burlington and Bus 413 and 409 to Westampton,,,"""6/30/2021 WFNJ contract expiration - SAZ
6/30/20 WFNJ contract expiration - SAZ""",8/15/2019 12:22:05 PM,Approved
9293,Fireworks Electric LLC - APPRENTICESHIP,825376676000,6 Kevin Court,,Jackson,NJ,8527,Ocean,Ocean County Vocational Technical School,1299 Old Freehold Road,Toms River,NJ,8753,Frank,Morelli,Cooperative Education Coordinator,7324733100,3425,0,,FMorelli@mail.ocvts.org,39,7,RAPIDS ID #2019-NJ-73109,,2,2,2,2,,1,1,1,1,2,2,2,2,,,,,,"""2/17/2021 initial apprenticeship approval - SAZ

Active Apprentices:  5""",2/17/2021 9:37:04 AM,Approved
1185,Com-Tec Institute - East Orange - PCS,223705643000,44 Glenwood Avenue,"""2nd Floor, Suite 201""",East-Orange,NJ,7017,Essex,44 Glenwood Avenue,"""2nd Floor, Suite 201""",East-Orange,NJ,7017,Ade,Oluokun,Director,9736736100,,9736737780,www.comtec44.com,comtecjobtraining@hotmail.com,1,5,,11/30/2021 12:00:00 AM,1,2,2,2,,1,1,1,1,1,2,1,1,BUS 21 FROM NEWARK TO EAST-ORANGE,"""BUS 94VIA LINDEN, UNION, IRVINGTON, NEWARK TO EAST-ORANGE""",FROM NEWARK PENN STATION TO BRICK CHURCH STATION.,,,"""11/30/2021 - ETPL Renewal Application Approval Expiration Date. JH

11/30/2019-ETPL renewal Application approval expiration. JH

3/8/19 suspended for expired liability - SAZ (3/11/19 reinstated)

9/13/18 suspended for expired fire - SAZ (10/4/18 reinstated)

6/4/18 - suspended for expired annual report - SAZ (8/21/18 reinstated)
01/30/2018 - ETPL Renewal application approval expiration date. SH
9/6/17 suspended for expired fire - SAZ (9/14/17 reinstated)
6/22/17 suspended for expired TPB - SAZ (6/30/17 reinstated)
12/21/16 Updated COA - SAZ""",10/16/2000 10:48:50 PM,Approved
8361,Lourdes Institute of Wholistic Studies - PCS,210635001000,1600 Haddon Avenue - 5th fl,,Camden,NJ,8103,Camden,1600 Haddon Avenue,5th Floor Pavilion,Camden,NJ,8103,Frank,Pileggi PhD,Dean,8565806446,,8565806448,www.liws.org,PILEGGIF@lourdesnet.org,1,5,National Certification Board for Therapeutic Massage and Bobywork,5/31/2021 12:00:00 AM,2,2,2,2,,1,2,2,2,2,2,1,1,NJ Transit bus # 451,,PATCO Speed Line to Ferry Station,,,"""5/31/2021 PCS/ETPL renewal expiration - SAZ

8/14/2020 suspended for expired bond - SAZ (1/12/2021 received)

1/17/2020 no students to report for 4th quarter - SAZ

1/3/2020 no students to report for 4th quarter - SAZ

6/26/19 no students to report for 2nd quarter - SAZ

3/25/19 no students to report for 4th quarter - SAZ

1/3/18 suspended for expired TPB - SAZ

2/5/18 suspended for expired ETPL, fire - SAZ
02/02/18-ETPL Renewal Approval Expiration date. DBailey
3/28/18 no students for 1st quarter - SAZ
2/8/18 - no students for 4th quarter - SAZ
6/21/17 suspended for expired COA - SAZ
01/30/17- Missing information request sent out to provider. Provider needs to update student records. DBailey
2/17/17 Suspended for expired fire cert - SAZ (2/28/17 reinstated)
7/5/2016 suspended for expired fire certificate SHarris  Reinstated

3/29/2016 suspended for expired bond and fire certificate SHarris Reinstated""",4/5/2010 4:01:58 PM,Approved
7924,Academy of Training & Employment - Newark - PCS,510496472001,148 South 11th Street,,Newark,NJ,7107,Essex,148 South 11th Street,,Newark,NJ,7107,Grace,Olagbegi,Director,9737332727,,9737332052,,academyoft@gmail.com,1,5,,9/30/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,1,1,1,"""Bus 13, 25, 27, 70""",NJ TRANSIT BUSES ROUTING TO BROAD STREET IN NEWARK,"""PATH, NJ Transit""",,,"""9/30/21 PCS/ETPL renewal expiration - SAZ

1/19/2021 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/20/2021 reinstated)

6/17/2020 suspended for expired bond - SAZ (6/26/2020 reinstated)

9/30/2019 - ETPL Renewal Approval Expiration Date. JH

5/10/19 suspended for expired fire - SAZ; 6/26/19 suspended for expired TPB - SAZ (7/23/19 reinstated)

11/26/18 cert for change in location requested - SAZ
9/6/18 Change in location application received effective 9/1/18; pending approval - SAZ

1/11/2018 - ETPL Renewal Application Expiration Date. DBarry.
10/13/17 reinstate per RGrimmie pending COA approval - SAZ
10/17/17 suspended for non-compliance of 3rd quarter student record reporting - SAZ (10/30/17 enrollments uploaded 10/25/17)
10/5/17 COA, lease expired - SAZ (10/16/17 received lease)
4/19/17 suspended for expired lease, TPB, fire - SAZ (5/4/17 reinstated)
Updated cert exp date to 9/30/17 on 8/26/16. DBarry. 
3/29/2016 suspended for expired certification / reinstated school received certification updated 04/13/16 DBAILEY""",10/20/2005 3:42:21 PM,Approved
9067,New Jersey Independent Electrical Contractors School - PCS,223789708001,160 Tices Lane,,East Brunswick,NJ,8816,Middlesex,21 Commerce Drive,Suite 202,Cranford,NJ,7016,Joseph,Hovanec,Director of Education,9083800555,,7325822565,www.nj-iec.org,executivedirector@nj-iec.org,1,5,,12/31/2021 12:00:00 AM,1,2,2,2,,2,2,1,2,2,2,1,2,Nearest Bus Stop is Route 18 and Tices LAne,None,Nearest Train Station Stop is New Brunswick,None,,"""12/31/21 PCS/ETPL renewal expiration - SAZ

31-DEC-2019 (DB)

6/26/19 no students to report for 2nd quarter - SAZ

6/4/19 suspended for expired fire - SAZ (6/24/19 reinstated)

10/25/18 suspended for expired liability - SAZ (11/8/18 reinstated)

10/17/18 non-compliance of 3rd quarter reporting - SAZ (10/18/18 reinstated)""",8/10/2018 2:13:51 PM,Approved
9199,Atlantic County Office of Workforce Development - GAINS Apprenticeship,21600049000,2 South Main Street,,Pleasantville,NJ,8232,Atlantic,Ideal Institute of Technology,"""4403 Black Horse Pike, Unit 1102""",Mays Landing,NJ,8330,Ren,Parikh,Program Director,7324294404,,6098132290,iitnj.org,info@iitnj.org,39,7,RAPIDS #2020-NJ-74457,,2,2,2,2,,1,1,1,1,2,1,2,1,,,,,,"""10/15/19 approved per John Bicica - SAZ

10/3/19 pending GAINS apprenticeship approval, per John Bicica - SAZ""",10/3/2019 11:05:44 AM,Approved
9231,IBEW Local 351 - APPRENTICESHIP,237116450000,1125 Black Horse Pike,,Folsom,NJ,8037,Atlantic,1125 Black Horse Pike,,Folsom,NJ,7037,Louis,Jiacopelli,Training Director,6095618515,,6095618345,www.ibew351.org,ljiacopello@351jatc.org,39,7,RAPIDS #NJ00547002,,2,2,2,2,,1,1,1,1,2,2,2,2,,,,,,"""1/31/2020 Apprenticeship approved - SAZ
215 Active Apprentices""",1/31/2020 9:23:16 AM,Approved
9104,Mercer County Community College - Kearny Campus - WIOA Title 2,221804242002,102 North Broad Street,,Trenton,NJ,8608,Mercer,102 North Broad Street,,Trenton,NJ,8608,Peg,Gould,"""Assistant Director, Community Education and Traini""",6095703133,,6095703107,www.mccc.edu,gouldm@mccc.edu,16,4,,6/30/2021 12:00:00 AM,1,2,2,1,"""French, Japanese""",2,1,1,1,2,2,2,1,"""The College is accessible by NJ Transit bus numbers 600, 601, 602, 603, 604, 606""",,,,,"""1/8/21 - ETPL Renewal expiration - SAZ

8/26/2020 - Per J. Cohen, FY 20/21 approved WIOA Title 2 Lead Agency - SAZ

7/8/19 - Per J. Cohen, FY19/20 Title II lead agency, per J. Cohen - SAZ""",1/8/2019 11:38:55 AM,Approved
7893,Robotech CAD Solutions - PCS,223315466000,2 Marine View Plaza,Suite 7,Hoboken,NJ,7030,Hudson,2 Marine View Plaza,Suite 7,Hoboken,NJ,7030,Shlomo,Marom,CEO,2017926300,,2017923600,https://www.robotechcad.com/training/,cissie@robotechcad.com,1,5,,5/31/2021 12:00:00 AM,1,2,2,2,,1,1,1,2,1,2,2,1,"""Hoboken has 3 main terminals  for NJ Tranist: Bus, Train, and Lightrail""",Washington St.,NJ Lightrail within 3 walking blocks,,,"""5/31/21 PCS/ETPL renewal expiration - SAZ

1/13/2021 suspended for expired fire - SAZ (1/29/2021 reinstated)

9/25/2020 no students to report for 3rd quarter - SAZ

1/2/2020 suspended for expired lease - SAZ (1/15/2020 reinstated)

05/31/2019- ETPL Renewal application approval expiration date. SH

1/2/19 suspended for expired fire - SAZ (1/10/19 reinstated)

9/14/18 no 3rd quarter student records to report per provider - SAZ

08/29/2017 - ETPL Renewal application approval expiration date SH.

6/28/17 updated COA - SAZ

2/14/17 Suspended for expired TPB, fire, liability - SAZ (1/15/17 Reinstated SAZ)""",7/11/2005 1:30:03 PM,Approved
9109,Global CDL Driver Training School LLC,474055376000,9430 State Road,,Philadelphia,PA,19114,Select One,9430 State Road,,Philadelphia,PA,19114,Karj,Sandhu,Director,2152081071,,2153353337,Globalcdlschool.com,GlobalCDLService@gmail.com,23,5,,8/1/2021 12:00:00 AM,1,2,1,2,,1,1,1,1,2,2,2,2,,,,,,"""8/1/21 - COA/ETPL renewal expiration-SAZ

7/1/2020 no students to report for 1st & 2nd quarters - SAZ
1/13/2020 no student to report for 4th quarter - SAZ
9/30/19 no students to report for 3rd quarter - SAZ

08/01/19 - ETPL Initial Application Approval Expiration Date. JH

7/16/19 suspended for non-compliance of 2nd quarter student reporting - SAZ; 4/16/19 suspended for non-compliance of 1st quarter student record reporting - SAZ (8/12/19 no students to report)""",2/1/2019 10:11:19 AM,Approved
9121,"""Arbor E & T, LLC - ResCare Workforce Services - MERCER - WFNJ""",46050847002,Mercer County Community College,"""102 North Broad Street, KC317""",Trenton,NJ,8608,Mercer,102 North Broad Street,KC317,Trenton,NJ,8608,Lissette,Garcia,Project Director,6095703811,,0,www.rescare.com,Lissettegarcia@rescare.com,220,6,,6/30/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,1,1,1,"""601, 603, 606, 607, 608, 609, 613, 619""",,"""NJ Transit, Riverline, Septa""",,,"""6/30/2021 WFNJ contract expiration - SAZ
6/30/20 WFNJ contract expiration - SAZ""",3/14/2019 12:20:04 PM,Approved
9123,YWCA Princeton - Latinas Unidas - WFNJ,210635056001,5 South Broad Street,,Trenton,NJ,8608,Mercer,5 South Broad Street,,Trenton,NJ,8608,Cecy,Jimenez-Weeast,Program Director,6097775405,,6099897149,www.ywcaprinceton.org,cweeast@ywcaprinceton.org,220,6,,6/30/2021 12:00:00 AM,2,2,1,2,,1,1,1,1,2,2,2,2,"""608, 609, 619, 624, 607, 606, 601""",,,,,"""6/30/2021 WFNJ contract expiration - SAZ
6/30/20 WFNJ contract expiration - SAZ""",3/14/2019 4:26:29 PM,Approved
9179,Medical Interpreting and Translating Institute Online,821964266,289 Jonesboro Rd 416,,Mc Donough,GA,30253,Out of State,289 Jonesboro Rd 416,,Mc Donough,GA,30253,Dr Nelva,Lee,CEO,6784581671,,8778046643,https://www.mitio.org/,nelva.lee@mitio.org,23,8,,,1,1,1,1,"""French, Arabic, Chinese, French/French Creole, German, Greek, Hungarian, Italian, Japanese, Korean, Polish, Portuguese, Russian, Tagalog (Philipines), Vietnamese, Yiddish/Hebrew, Other Languages""",1,1,1,1,2,2,1,1,,,,,,"""8/14/2021 ETPL Initial approval Application, AL

6/16/2020 no students to report for 2nd quarter - SAZ
4/7/2020 no students to report for 1st quarter - SAZ

1/16/2020 suspended for non-compliance of 4th quarter student record reporting - SAZ (1/30/2020 no students to report - SAZ)""",8/14/2019 3:19:27 PM,Approved
9186,"""Thomas Shortman Training,Scholarship and Safety Fund - CT""",237424757000,25 West 18th Street,4th Floor,New York,NY,10011,Out of State,25 West 18th Street,4th Floor,New York,NY,10011,James,Barry,Senior Manager of Program Development,2123883416,,2123883093,training.32bjfunds.org,jbarry@32bjfunds.com,260,37,,,1,1,2,2,,1,2,2,2,2,2,1,1,"""The Thomas Shortman Training, Scholarship ad Safety Fund is a joint labor manage""",30 towards 30 NEWARK LINCOLN PARK-Exact Fare,13 towards 13T IRVINGTON TERMINAL VIA CLIFTON COMMONS-Exact Fare,,,08/28/2021-ETPL Renewal Approval Expiration Date DBailey,8/26/2019 2:07:15 PM,Approved
