ID,NAME,CODE,ISSUERID,DATECREATED,DATELASTMODIFIED,ISDELETED,DATEDELETED
1589,Alcatel Certified Switch Professional (ACSP),,341,16-APR-09,,0,
1590,Quality Auditor-HACCP Certification (CQA-HACCP),,53,16-APR-09,,0,
1591,Quality Improvement Associate Certification (CQIA) ,,53,16-APR-09,,0,
1603,MCSA - Certified Systems Administrator,,151,12-MAY-09,13-MAY-09,0,
1604,MCPD EAD - Certified Professional Developer: Enterprise Application Developer,,151,12-MAY-09,12-MAY-09,0,
1605,MCTS - Certified Technology Specialist,,151,12-MAY-09,13-MAY-11,0,
1606,MCAD - Certified Application Developer,,151,12-MAY-09,12-MAY-09,0,
1607,MCPD - Certified Professional Developer,,151,12-MAY-09,12-MAY-09,0,
1623,MCT - Microsoft Certified Trainer,,151,12-MAY-09,13-MAY-11,0,
1643,CCNP -  Certified Network Professional,,91,12-MAY-09,,0,
1663,BPI - Broadband Premises Installer ,,360,12-MAY-09,12-MAY-09,1,
1664,BPT - Broadband Premises Technician ,,360,12-MAY-09,12-MAY-09,1,
1665,BPS - Broadband Premises Specialist ,,360,12-MAY-09,12-MAY-09,1,
1666,BDS - Broadband Distribution Specialist ,,360,12-MAY-09,12-MAY-09,1,
1667,BTS - Broadband Transport Specialist ,,360,12-MAY-09,12-MAY-09,1,
1668,BTCS - Broadband TelecomCenter Specialist ,,360,12-MAY-09,12-MAY-09,1,
1669,BCT - Broadband Communications Technician ,,360,12-MAY-09,12-MAY-09,1,
1683,BTS - Broadband Transport Specialist,,280,12-MAY-09,,0,
1684,BDS - Broadband Distribution Specialist,,280,12-MAY-09,,0,
1685,BDS - Broadband Distribution Specialist,,280,12-MAY-09,,1,12-MAY-09
1686,BPS -  Broadband Premises Specialist ,,280,12-MAY-09,,0,
1687,BPT - Broadband Premises Technician ,,280,12-MAY-09,,0,
1688,BPI - Broadband Premises Installer,,280,12-MAY-09,,0,
1689,CSOX: Certified in Sarbanes-Oxley,,380,12-MAY-09,,0,
1690,CSOXP/CSOXM: Certified Sarbanes-Oxley Professional,,380,12-MAY-09,12-MAY-09,0,
1691,LPIC - Linux Professional Institute Certification,,381,12-MAY-09,,0,
1692,SSCP® - Systems Security Certified Practitioner,,382,12-MAY-09,,0,
1693,CAP® - Certification and Accreditation Professional,,382,12-MAY-09,,0,
1694,CSSLPCM - Certified Secure Software Lifecycle Professional,,382,12-MAY-09,,0,
1695,CISSP® - Certified Information Systems Security Professional,,382,12-MAY-09,,0,
1696,CEH - Certified Ethical Hacker ,,383,12-MAY-09,12-MAY-09,0,
1697,ECSA - Certified Security Analyst ,,383,12-MAY-09,,0,
1698,LPT - Licensed Penetration Tester ,,383,12-MAY-09,,0,
1699,CHFI - Computer Hacking Forensic Investigation,,383,12-MAY-09,,0,
1703,Certified Industrial Maintenance Mechanic (CIMM),,233,13-MAY-09,,0,
1723,Certified Associate Welding Inspector,,63,18-MAY-09,,0,
1724,Senior Certified Welding Inspector,,63,18-MAY-09,,0,
1725,Certified Welding Educator,,63,18-MAY-09,,0,
1726,Certified Radiographic Interpreter,,63,18-MAY-09,,0,
1727,Certified Welding Supervisor,,63,18-MAY-09,,0,
1728,Certified Welding Sales Representative,,63,18-MAY-09,,0,
1729,Certified Welding Engineer,,63,18-MAY-09,,0,
1730,Certified Robotic Arc Welding,,63,18-MAY-09,,0,
1731,Certified Welding Fabricator,,63,18-MAY-09,,0,
1743,FCC Commercial Operators License,,400,25-JUN-09,,0,
1763,Fellow of the Healthcare Financial Management Association (FHFMA),,108,01-JUL-09,,0,
1783,Building Analyst,,420,17-SEP-09,17-SEP-09,1,17-JAN-13
1803,LEED (Leadership in Energy & Environmental Design) Accredited Professional,,440,12-JAN-10,12-JAN-10,0,
1804,LEED (Leadership in Energy & Environmental Design) Green Associate,,440,12-JAN-10,12-JAN-10,0,
1805,LEED (Leadership in Energy & Environmental Design) Fellow,,440,12-JAN-10,12-JAN-10,0,
1823,CIW Associate,,460,01-FEB-10,,0,
1824,CIW Associate Design Specialist ,,460,01-FEB-10,,0,
1825,CIW Professional,,460,01-FEB-10,,0,
1826,CIW Web Developer,,460,01-FEB-10,,0,
1827,CIW Security Analyst,,460,01-FEB-10,,0,
1828,CIW Security Essentials,,460,01-FEB-10,,0,
1843,Master CIW Designer ,,460,01-FEB-10,,0,
1844,Master CIW Administrator ,,460,01-FEB-10,,0,
1845,Master CIW Web Site Manager ,,460,01-FEB-10,,0,
1846,Master CIW Enterprise Developer,,460,01-FEB-10,,0,
1863,Spatial Technology And Remote Sensing certification ,,480,18-FEB-10,,0,
1883,Sleep Disorders Testing & Therapeutic Intervention Respiratory Care Specialist,,179,23-FEB-10,,0,
1903,Property Administrator Certificate - PAC,,81,23-FEB-10,,0,
1923,Building Systems Maintenance Certificate - SMC,,81,23-FEB-10,,0,
1943,Master Business Continuity Professional (MBCP,,102,23-FEB-10,,0,
1944,CompTIA Radio Frequency Identification RFID+ ,,96,23-FEB-10,04-AUG-10,1,02-NOV-18
1945,CompTIA Security,,96,23-FEB-10,02-NOV-18,0,
1946,CompTIA Project+,,96,23-FEB-10,04-AUG-10,0,
1947,CompTIA Strata - IT Technology,,96,23-FEB-10,04-AUG-10,1,02-NOV-18
1963,Facilities Management Certificate (FMC),,81,24-FEB-10,,0,
1964,Property Management Financial Proficiency Certificate (PMFP),,81,24-FEB-10,,0,
2143,Gaming & Vending Technician (GVT) Certification,,103,08-MAR-11,,0,
2228,Autodesk AutoCAD:  Autodesk Certified User,,560,16-SEP-11,02-NOV-18,0,
2244,Clinical Medical Assistant Certification,,580,16-SEP-11,02-NOV-18,0,
2263,Landscape Industry Certified Technician - Exterior,,600,11-OCT-11,11-OCT-11,0,
2266,Landscape Industry Certified Lawn Care Manager,,600,11-OCT-11,,0,
2267,Landscape Industry Certified Lawn Care Technician-National,,600,11-OCT-11,,1,24-JAN-20
2268,Landscape Industry Certified Lawn Care Technician,,600,11-OCT-11,,0,
2269,Landscape Industry Certified Manager,,600,11-OCT-11,,0,
2369,Certified Strength and Conditioning Rehab Specialist,,700,23-JUL-12,23-JUL-12,0,
2405,Residential Building Envelope Whole House Air Leakage Control Installer (RBE-WHALCI) ,,760,07-JAN-13,26-FEB-14,0,
2406,Manufactured Housing,,760,07-JAN-13,,0,
2503,Medical Assistant - NCMA,,840,07-AUG-13,02-NOV-18,0,
2504,Phlebotomy Technician - NCPT,,840,07-AUG-13,02-NOV-18,0,
2505,Insurance and Coding Specialists- NCICS,,840,07-AUG-13,02-NOV-18,0,
2506,Medical Office Assistant - NCMOA,,840,07-AUG-13,02-NOV-18,0,
2507,Patient Care Technician - NCPCT,,840,07-AUG-13,02-NOV-18,0,
2508,ECG Technician - NCET,,840,07-AUG-13,02-NOV-18,0,
2509,"Tech in Surgery - Certified (NCCT), TS-C (NCCT)",,840,07-AUG-13,02-NOV-18,0,
2510,Certified Postsecondary Instructor,,840,07-AUG-13,02-NOV-18,0,
2563,Certified Health Data Analyst (CHDA),,860,01-OCT-13,,0,
2063,Certified Gaming Supervisor (CGS),,257,02-AUG-10,,0,
2103,NABCEP PV Entry Level Exam,,520,01-DEC-10,,0,
2105,PV Technical Sales Certification,,520,01-DEC-10,,0,
2106,PV Installer Certification,,520,01-DEC-10,,0,
2107,Solar Thermal Installer Certification,,520,01-DEC-10,,0,
2108,Small Wind Installer Certification,,520,01-DEC-10,,0,
2183,MCDST - Microsoft Certified Desktop Support Technician,,151,13-MAY-11,,0,
2185,MCLC - Microsoft Certified Learning Consultant,,151,13-MAY-11,,0,
2283,Certified Hemodialysis Technologist/Technician (CHT),,620,07-DEC-11,,0,
2403,Building Analyst,,760,07-JAN-13,,0,
1983,CompTIA Strata - IT Technology for Sales,,96,24-FEB-10,04-AUG-10,1,02-NOV-18
2003,Registered Pulmonary Function Technologist (RPFT),,179,25-FEB-10,,0,
2025,Certified Graduate Builder (CGB),,164,25-FEB-10,,0,
2028,Graduate Master Builder (GMB),,164,25-FEB-10,,0,
2029,Graduate Master Remodeler (GMR),,164,25-FEB-10,,0,
2083,Cisco Certified Entry Networking Technician (CCENT),,91,04-AUG-10,04-AUG-10,0,
2104,IGSHPA Accredited Installer,,521,01-DEC-10,,0,
2109,IGSHPA Accredited Driller,,521,01-DEC-10,01-DEC-10,0,
2110,IGSHPA Certified GeoExchange Designer,,521,01-DEC-10,01-DEC-10,0,
2123,Certified EcoBrokers- Real Estate Professionals,,540,22-DEC-10,22-DEC-10,0,
2164,Program Management Professional (PgMP)® ,,226,11-MAR-11,,0,
2165,PMI Scheduling Professional (PMI-SP)® ,,226,11-MAR-11,,0,
2166,PMI Risk Management Professional (PMI-RMP)® ,,226,11-MAR-11,,0,
2184,MCSD - Microsoft Certified Solution Developer,,151,13-MAY-11,,0,
2223,Intuit QuickBooks Certified User (QBCU),,560,16-SEP-11,,0,
2224,IC3 Digital Literacy Certification,,560,16-SEP-11,02-NOV-18,0,
2225,Microsoft Office Specialist,,560,16-SEP-11,,1,02-NOV-18
2226,Adobe Certified Associate,,560,16-SEP-11,,1,02-NOV-18
2227,Microsoft Technology Associate (MTA),,560,16-SEP-11,,1,02-NOV-18
2229,CompTIA Strata IT Fundamentals,,560,16-SEP-11,,1,02-NOV-18
2383,Certified Clinical Medical Assistant,,720,27-NOV-12,,0,
2387,Certified Personal Trainer Specialist,,720,27-NOV-12,,1,24-JAN-20
2404,Envelope Professional,,760,07-JAN-13,26-FEB-14,0,
2407,Heating,,760,07-JAN-13,,0,
2408,Air Conditioning and Heat Pump,,760,07-JAN-13,,0,
2409,Multifamily Building Analysts,,760,07-JAN-13,26-FEB-14,0,
2443,Certified Scrum Developer,,800,10-MAY-13,,0,
2444,Certified Scrum Coach,,800,10-MAY-13,,0,
2483,Yoga Instructor,,820,12-JUL-13,,0,
2484,Tai Chi Instructor,,820,12-JUL-13,,0,
2485,Pilates Instructor,,820,12-JUL-13,,0,
2486,Aqua Instructor,,820,12-JUL-13,,0,
2487,Life Wellness Coach,,820,12-JUL-13,,0,
2488,Kickboxing Instructor,,820,12-JUL-13,,0,
2489,Cycling Instructor,,820,12-JUL-13,,0,
2490,Sports Nutrition & Weight Trainer Consultant,,820,12-JUL-13,,0,
2543,Certified Coding Associate (CCA®),,860,30-SEP-13,,0,
2545,Certified Coding Specialist- Physician-based(CCS-P®),,860,30-SEP-13,,0,
2546,Certified Certified in Healthcare Privacy and Security (CHPS®),,860,30-SEP-13,,0,
2547,Clinical Documentation Improvement Practitioner (CDIP®),,860,30-SEP-13,,0,
2548,Registered Health Information Administrator (RHIA®),,860,30-SEP-13,,0,
2549,Registered Health Information Technician (RHIT®),,860,30-SEP-13,,0,
2343,APICS Certified Supply Chain Professional (CSCP) ,,680,16-FEB-12,,1,02-NOV-18
2344,Certified in Production and Inventory Management (CPIM),,680,16-FEB-12,02-NOV-18,0,
2386,Certified EKG Technician,,720,27-NOV-12,,0,
2397,Certified Strength & Conditioning Rehab Specialist,,720,27-NOV-12,,1,24-JAN-20
2398,MS Office,,720,27-NOV-12,,1,24-JAN-20
2463,Aerobic Instructor,,820,11-JUL-13,12-JUL-13,0,
2464,Personal Fitness Trainer,,820,11-JUL-13,,0,
2465,Sports Nutrition Consultant,,820,11-JUL-13,,0,
2466,Holistic Health Consultant,,820,11-JUL-13,,0,
1984,CompTIA Strata - Green IT,,96,24-FEB-10,04-AUG-10,1,02-NOV-18
2004,Registered Respiratory Therapist (RRT),,179,25-FEB-10,,0,
2163,Certified Associate in Project Management (CAPM)® ,,226,11-MAR-11,11-MAR-11,0,
2243,Billing and Coding Specialist Certification (BCSC),,580,16-SEP-11,,1,02-NOV-18
2245,Clinical Medical Assistant Certification (CMAC),,580,16-SEP-11,,1,02-NOV-18
2246,EKG Technician Certification (ETC),,580,16-SEP-11,,1,02-NOV-18
2247,Medical Administrative Assistant Certification (MAAC),,580,16-SEP-11,,1,02-NOV-18
2248,Mental Health Technician Certification (MHTC),,580,16-SEP-11,,1,02-NOV-18
2249,Phlebotomy Technician Certification (PTC),,580,16-SEP-11,,1,02-NOV-18
2285,Certified Peritoneal Dialysis Nurse (CPDN),,620,07-DEC-11,,0,
2423,Certified Coding Associate (CCA),,780,29-APR-13,,0,
2424,Certified Coding Specialist - Physician-based,,780,29-APR-13,,0,
2425,Certified Coding Specialist (CCS),,780,29-APR-13,,0,
2426,Certified Documentation Improvement Practitioner,,780,29-APR-13,,0,
2428,Certified in Healthcare Privacy and Security,,780,29-APR-13,,0,
2429,Registered Health Information Administrator (RHIA),,780,29-APR-13,,0,
2430,Registered Health Information Technician (RHIT),,780,29-APR-13,,0,
2544,Certified Coding Specialist (CCS®),,860,30-SEP-13,,0,
2186,Microsoft Certified Master ,,151,13-MAY-11,,0,
2187,Microsoft Certified Architect,,151,13-MAY-11,,0,
2203,SCSA - Sun Certified Systems Administrator,,240,13-MAY-11,13-MAY-11,0,
2264,Landscape Industry Certified Interior Technician,,600,11-OCT-11,,0,
2265,Landscape Industry Certified Horticultural Technician,,600,11-OCT-11,,0,
2303,Certified Surgical Technologist (CST),,640,06-JAN-12,,0,
2304,Certified Surgical First Assistant (CSFA),,640,06-JAN-12,,0,
2323,RST - Registered Surgical Technician,,660,02-FEB-12,,1,24-JAN-20
2324,RAVS - Registered Abdominal and Vascular Specialist,,660,02-FEB-12,,1,24-JAN-20
2325,RPS - Registered Phlebotomy Specialist,,660,02-FEB-12,,0,
2326,RCMT - Registered Clinical Massage Therapist,,660,02-FEB-12,,0,
2327,RNIIVT - Registered Non-Invasive IV Technician,,660,02-FEB-12,,0,
2328,RE - Registered Educator,,660,02-FEB-12,,0,
2331,RBCS - Registered Billing & Coding Specialist,,660,02-FEB-12,,1,24-JAN-20
2332,RPPS - Registered Pediatric Phlebotomy Specialist,,660,02-FEB-12,,0,
2363,Certified Chiropractor Assistant ,,700,23-JUL-12,23-JUL-12,0,
2364,Certified Occupational Therapy Aide,,700,23-JUL-12,23-JUL-12,0,
2365,Certified Physical Therapy Aide,,700,23-JUL-12,23-JUL-12,0,
2427,Certified Health Data Analyst (CHDA),,780,29-APR-13,29-APR-13,0,
2445,Certified Scrum Master,,800,10-MAY-13,,0,
2446,Certified Scrum Product Owner,,800,10-MAY-13,,0,
2447,Certified Scrum Professional,,800,10-MAY-13,,0,
2448,Certified Scrum Trainer,,800,10-MAY-13,,0,
2449,Registered Education Provider,,800,10-MAY-13,,0,
2523,Certified Healthcare Technology Specialist (CHTS),,860,30-SEP-13,,1,24-JAN-20
2023,Certified Aging-In-Place Specialist (CAPS)  ,,164,25-FEB-10,,0,
2024,Certified Graduate Associate (CGA),,164,25-FEB-10,,0,
2026,Certified Green Professional (CGP),,164,25-FEB-10,,0,
2027,Certified New Home Marketing Professional (CMP),,164,25-FEB-10,,0,
2030,Housing Credit Certified Professional (HCCP),,164,25-FEB-10,,0,
2031,Master Certified New Home Sales Professional (Master CSP),,164,25-FEB-10,,0,
2032,Master Certified Green Professional,,164,25-FEB-10,,0,
2033,"Member, Institute of Residential Marketing (MIRM)",,164,25-FEB-10,,0,
2034,Residential Construction Superintendent (RCS),,164,25-FEB-10,,0,
2043,MCAS - Microsoft Certified Applications Specialist,,151,05-APR-10,,0,
2284,Certified Hemodialysis Nurse (CHN),,620,07-DEC-11,,0,
2329,RES - Registered EKG Specialist,,660,02-FEB-12,,0,
2330,RCMAS - Registered Clinical Medical Assistant Specialist,,660,02-FEB-12,,0,
2366,Certified Physical Therapy Technician,,700,23-JUL-12,23-JUL-12,0,
2367,Certified Rehabilitation Therapy Assistant,,700,23-JUL-12,23-JUL-12,0,
2368,Certified Rehabilitation Therapy Specialist,,700,23-JUL-12,23-JUL-12,0,
2370,Certified Restorative Aide,,700,23-JUL-12,23-JUL-12,0,
2384,Certified Patient Care Technician,,720,27-NOV-12,,0,
2385,Certified Phlebotomy Technician,,720,27-NOV-12,,0,
2388,Certified Diet/Nutrition,,720,27-NOV-12,,1,24-JAN-20
2389,Certified Medical Billing & Coding,,720,27-NOV-12,,0,
2390,Certified Medical Administrative Assistant,,720,27-NOV-12,,0,
2391,Certified Medisoft/Insurance/Pre-authorization Specialist,,720,27-NOV-12,,1,24-JAN-20
2392,Certified Rehabilitation Therapy Assistant,,720,27-NOV-12,,1,24-JAN-20
2393,Certified Rehabilitation Exercise Specialist,,720,27-NOV-12,,1,24-JAN-20
2394,Certified Rehabilitation Therapy Technician,,720,27-NOV-12,,1,24-JAN-20
2395,Certified Restorative Aide,,720,27-NOV-12,,1,24-JAN-20
2396,Certified Clinical Massage Therapy,,720,27-NOV-12,,1,24-JAN-20
2643,Automotive Technician-Core,,880,25-MAR-14,,0,
2646,CAD (Written only),,880,25-MAR-14,,1,24-JAN-20
2647,Carpentry,,880,25-MAR-14,,0,
2648,Culinary Level 1 Prep Cook  ,,880,25-MAR-14,,0,
2649,Dental Assisting (Written Only),,880,25-MAR-14,,0,
2650,Electrical Construction Technology,,880,25-MAR-14,,0,
2655,Web Design (written only),,880,25-MAR-14,,0,
2683,Global Logistics Associate (GLA),,62,08-APR-14,08-APR-14,0,
2684,Distinguished Logistics Professional (DLP),,62,08-APR-14,,1,24-JAN-20
2685,Certified in Transportation and Logistics (CTL),,62,08-APR-14,,0,
2703,MCSA - Microsoft Certified Solutions Associate,,151,11-APR-14,11-APR-14,0,
2603,Energy Auditor,,760,14-FEB-14,,0,
2604,Retrofit Technician/ Installer,,760,14-FEB-14,26-FEB-14,0,
2605,Quality Control Inspector,,760,14-FEB-14,,0,
2624,Crew Leader,,760,26-FEB-14,,0,
2651,Health Informatics,,880,25-MAR-14,,0,
2652,HVAC/R (Written only),,880,25-MAR-14,,0,
2653,Legal Services,,880,25-MAR-14,,0,
2654,Plumbing,,880,25-MAR-14,,0,
2663,Certified Professional Estimator,,900,03-APR-14,,0,
2743,Approved Veterinary Assistant (AVA),,940,02-OCT-14,02-OCT-14,0,
2583,Certified Electronic Health Records Specialist (CEHRS),,249,24-JAN-14,,0,
2623,Multifamily Building Operators,,760,26-FEB-14,,0,
2644,Building Trades Maintenance,,880,25-MAR-14,,0,
2645,Business Information Processing,,880,25-MAR-14,,0,
2723,Northeast Gas Association New Construction Operator Qualification,,920,08-JUL-14,14-OCT-14,0,
2804,Advanced Customer Service and Sales Certification,,254,12-NOV-14,20-NOV-14,0,
2883,SCPro Fundamentals - Supply Chain Management Principles,,1020,06-JAN-16,,0,
2884,SCPro Fundamentals - Warehousing Operations,,1020,06-JAN-16,,0,
2963,MCSA- Windows 10,,151,08-JUN-17,,0,
2964,MCSA- Windows Server 2012,,151,08-JUN-17,,0,
2965,MCSA- Windows Server 2016,,151,08-JUN-17,,0,
3003,Certified Healthcare Access Associate (CHAA),,1060,01-NOV-18,,0,
3028,Certified Chief Information Security Officer,,1080,02-NOV-18,,0,
3033,Licensed Penetration Tester,,1080,02-NOV-18,,0,
3044,Tax Certification,,1081,02-NOV-18,,0,
3045,Payroll Certification,,1081,02-NOV-18,,0,
3046,QuickBooks Certification,,1081,02-NOV-18,,0,
3047,Accounting Analysis Certification,,1081,02-NOV-18,,0,
3048,Accounting Certification,,1081,02-NOV-18,,0,
3049,Bookkeeping Certification,,1081,02-NOV-18,,0,
3051,Entry Certificate in Business Analyst + Practicum,,1082,02-NOV-18,,0,
3054,Red Hat Certified System Administrator (RHCSA),,1083,02-NOV-18,02-NOV-18,0,
3055,Red Hat Certified Engineer (RHCE),,1083,02-NOV-18,,0,
3056,Red Hat Certified Architect (RHCA),,1083,02-NOV-18,,0,
3057,Red Hat Certified Engineer in Red Hat OpenStack,,1083,02-NOV-18,,0,
3067,Red Hat Certified Specialist in Business Rules,,1083,02-NOV-18,,0,
3068,Red Hat Certified Specialist in Business Process Design,,1083,02-NOV-18,,0,
3069,Red Hat Certified Specialist in Camel Development,,1083,02-NOV-18,,0,
3070,Red Hat Certified Specialist in Deployment and Systems Management,,1083,02-NOV-18,,0,
3071,Red Hat Certified Specialist in High Availability Clustering,,1083,02-NOV-18,,0,
3072,Red Hat Certified Specialist in Persistence,,1083,02-NOV-18,,0,
3073,Red Hat Certified Specialist in OpenShift Administration,,1083,02-NOV-18,,0,
3074,Red Hat Certified Specialist in OpenShift Application Development,,1083,02-NOV-18,,0,
3075,Red Hat Certified Specialist in Server Security and Hardening,,1083,02-NOV-18,,0,
3076,Red Hat Certified Specialist in Linux Performance Tuning,,1083,02-NOV-18,,0,
3077,Red Hat Certified Specialist in Fast-Cache Application Development,,1083,02-NOV-18,,0,
3078,Red Hat Certified Specialist in Configuration Management,,1083,02-NOV-18,,0,
3079,Red Hat Certified Specialist in Containerized Application Development,,1083,02-NOV-18,,0,
3080,Red Hat Certified Specialist in Linux Diagnostics and Troubleshooting,,1083,02-NOV-18,,0,
3081,Red Hat Certified Specialist in Ansible Automation,,1083,02-NOV-18,,0,
3082,Red Hat Certified Specialist in Container Management,,1083,02-NOV-18,,0,
3083,Red Hat Certified Specialist in Messaging Administration,,1083,02-NOV-18,,0,
3084,Red Hat Certified Specialist in Ceph Storage Administration,,1083,02-NOV-18,,0,
3085,Red Hat Certified Specialist in Identity Management,,1083,02-NOV-18,,0,
3086,Red Hat Certified Specialist in Security: Linux,,1083,02-NOV-18,,0,
3087,Autodesk AutoCAD:  Autodesk Certified Professional,,560,02-NOV-18,02-NOV-18,0,
3088,AutoCAD Civil 3D:  Autodesk Certified Professional,,560,02-NOV-18,,0,
3089,Autodesk Inventor:  Autodesk Certified User,,560,02-NOV-18,,0,
3090,Autodesk Inventor:  Autodesk Certified Professional,,560,02-NOV-18,,0,
3091,Autodesk Fusion 360:  Autodesk Certified User,,560,02-NOV-18,,0,
3092,Autodesk Revit:  Autodesk Certified Professional,,560,02-NOV-18,,0,
3093,Autodesk Maya:  Autodesk Certified User,,560,02-NOV-18,,0,
3094,Autodesk Maya:  Autodesk Certified Professional,,560,02-NOV-18,,0,
3097,Adobe Certified Associate (ACA),,560,02-NOV-18,,0,
3100,EC-Council Ethical Hacking Associate Certification,,560,02-NOV-18,,0,
3101,EC-Council Cyber Forensics Associate Certification,,560,02-NOV-18,,0,
3102,Microsoft Office Specialist (MOS),,560,02-NOV-18,,0,
3103,Microsoft Technology Associate (MTA),,560,02-NOV-18,,0,
3104,Microsoft Certified Educator (MCE),,560,02-NOV-18,,0,
3117,Information Storage and Management,,1100,02-NOV-18,,0,
3119,Platform Engineer,,1100,02-NOV-18,,0,
3120,PowerEdge Associate,,1100,02-NOV-18,,0,
3121,Product Technology Specific,,1100,02-NOV-18,,0,
3122,Systems Administrator,,1100,02-NOV-18,,0,
3123,Technical Support Engineer,,1100,02-NOV-18,,0,
3124,Certified Supply Chain Professional (CSCP),,680,02-NOV-18,,0,
3125,"Certified in Logistics, Transportation and Distribution (CLTD)",,680,02-NOV-18,,0,
3139,Advanced Level Test Automation Engineer,,1102,02-NOV-18,,0,
3140,CyberSec First Responder,,1103,02-NOV-18,02-NOV-18,0,
3141,CyberSAFE,,1103,02-NOV-18,,0,
3143,CloudMASTER,,1103,02-NOV-18,,0,
3146,Certified Cyber Secure Coder,,1103,02-NOV-18,,0,
3147,Master of Mobile Application Security,,1103,02-NOV-18,,0,
3163,Certified Playground Safety Inspector (CPSI),,207,02-NOV-18,,0,
3164,Certified Park and Recreation Executive,,207,02-NOV-18,,0,
3248,CompTIA CySA+,,96,02-NOV-18,,0,
3249,Certified Personal Fitness Trainer (CPFT),,1140,02-NOV-18,,0,
3250,Clinical Research Associate (CCRA),,1141,02-NOV-18,,0,
3254,Personal Trainer Certification (ACTION-CPT),,1142,02-NOV-18,,0,
3256,Cardiac and Pulmonary Rehabilitation Program Certification,,1143,02-NOV-18,,0,
3263,Mastectomy Fitter,,14,02-NOV-18,,0,
3265,Certified Genetic Counselor,,1144,02-NOV-18,,0,
3275,Council-certified Indoor Environmental Consultant,,1150,02-NOV-18,02-NOV-18,0,
3282,Moisture Control Investigation & Consulting,,1150,02-NOV-18,,1,02-NOV-18
3309,Certified in Executive Nursing Practice (CENP),,1160,02-NOV-18,,0,
3310,Certified Nurse Manager and Leader (CNML),,1160,02-NOV-18,,0,
3311,Phlebotomy Technician (RPT),,44,02-NOV-18,,0,
3364,Compounded Sterile Preparations Pharmacy,,1180,05-NOV-18,,0,
3365,Critical Care Pharmacy,,1180,05-NOV-18,,0,
3366,Geriatric Pharmacy,,1180,05-NOV-18,,0,
3367,Infectious Diseases Pharmacy,,1180,05-NOV-18,,0,
3368,Nuclear Pharmacy,,1180,05-NOV-18,,0,
3369,Nutrition Support Pharmacy,,1180,05-NOV-18,,0,
3370,Oncology Pharmacy,,1180,05-NOV-18,,0,
3371,Pediatric Pharmacy,,1180,05-NOV-18,,0,
3372,Psychiatric Pharmacy,,1180,05-NOV-18,,0,
3373,Pharmacotherapy,,1180,05-NOV-18,,0,
3374,Certified Polysomnographic Technician (CPSGT),,1181,05-NOV-18,,0,
3378,Certified Rigger and Signaler (CRS),,1186,05-NOV-18,,0,
3382,Certified in Sterile Processing Management,,1187,05-NOV-18,,0,
3383,Certified Music Therapist,,1188,05-NOV-18,,0,
3384,Certified in Infection Control (CIC),,1189,05-NOV-18,,0,
3403,Certified Rooms Division Executive,,1200,09-NOV-18,,0,
3405,Certified Hospitality Housekeeping Executive,,1200,09-NOV-18,,0,
3406,Certified Lodging Security Director,,1200,09-NOV-18,,0,
3407,Certified Hospitality Trainer,,1200,09-NOV-18,,0,
3408,Certified Hospitality Revenue Manager,,1200,09-NOV-18,,0,
3409,Certified Hospitality Sales Professional,,1200,09-NOV-18,,0,
3645,Adobe Certified Associate,,340,24-JUL-19,,0,
3663,CNPR Pharmaceutical Sales,,1440,26-JUL-19,,0,
3683,Computational Biology and Bioinformatics,,1460,01-AUG-19,,0,
3684,Professional Certified Marketer,,1462,01-AUG-19,,0,
3807,CIW Internet Business Associate,,227,23-JAN-20,23-JAN-20,0,
3809,CIW E-Commerce Specialist,,227,23-JAN-20,,0,
3810,CIW JavaScript Specialist,,227,23-JAN-20,,0,
2783,Utility Damage Prevention Operator,,920,12-NOV-14,,0,
2886,SCPro Fundamentals - Transportation Operations,,1020,06-JAN-16,,0,
2888,SCPro Fundamentals - Inventory Management,,1020,06-JAN-16,,0,
2890,SCPro Fundamentals - Demand Planning,,1020,06-JAN-16,,0,
3023,Certified Network Defender,,1080,02-NOV-18,,0,
3024,Certified Ethical Hacker,,1080,02-NOV-18,,0,
3025,CHE (Practical),,1080,02-NOV-18,,0,
3026,Security Analyst,,1080,02-NOV-18,,0,
3027,Network Defense Architect,,1080,02-NOV-18,,0,
3029,ECSA (Practical),,1080,02-NOV-18,,0,
3030,Advanced Penetration Testing,,1080,02-NOV-18,,0,
3031,Forensic Investigator,,1080,02-NOV-18,,0,
3032,Certified Incidence Handler,,1080,02-NOV-18,,0,
3034,Certified Threat Intelligence Analyst,,1080,02-NOV-18,,0,
3036,Ecryption Specialist,,1080,02-NOV-18,,0,
3037,Advanced Network Defense,,1080,02-NOV-18,,0,
3038,Application Security Engineer - JAVA,,1080,02-NOV-18,02-NOV-18,0,
3039,Application Security Engineer - .NET,,1080,02-NOV-18,,0,
3040,Security Specialist,,1080,02-NOV-18,,0,
3050,Entry Certificate in Business Analyst,,1082,02-NOV-18,02-NOV-18,0,
3052,Certification of Capability in Business Analysis,,1082,02-NOV-18,,0,
3053,Certified Business Analysis Professional (CBAP),,1082,02-NOV-18,,0,
3058,Red Hat Certified Enterprise Application Developer,,1083,02-NOV-18,,0,
3061,Red Hat Certified System Administrator in Red Hat OpenStack,,1083,02-NOV-18,,0,
3062,Red Hat Certified Specialist in Hybrid Cloud Management,,1083,02-NOV-18,,0,
3064,Red Hat Certified Specialist in Data Virtualization,,1083,02-NOV-18,,0,
